passage,woiText
rp,WHEN THE SUNLIGHT STRIKES RAINDROPS IN THE AIR THEY ACT AS A PRISM AND FORM A RAINBOW THE RAINBOW IS A DIVISION_woi OF WHITE LIGHT INTO MANY BEAUTIFUL_woi COLORS_woi THESE TAKE_woi THE SHAPE OF A LONG ROUND ARCH WITH ITS PATH_woi HIGH ABOVE AND ITS TWO_woi ENDS APPARENTLY BEYOND_woi THE HORIZON THERE IS  ACCORDING TO LEGEND A BOILING_woi POT_woi OF GOLD_woi AT ONE END PEOPLE_woi LOOK BUT_woi NO ONE EVER FINDS IT WHEN A MAN LOOKS FOR SOMETHING BEYOND_woi HIS REACH HIS FRIENDS SAY HE IS LOOKING FOR THE POT_woi OF GOLD_woi AT THE END OF THE RAINBOW
